lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff
3959697d-967,generation_27,fce26017,0.012580645161290318,0.02946236559139784,0.0690270103232355,93,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,11,258,112,0,0,0
3959697d-967,generation_27,506d416f,0.224975255691191,0.08999450126470908,0.06111408137686797,9093,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,6,25485,10877,0,0,0
3959697d-967,generation_27,65fa8e3c,0.22493497109826588,0.08998554913294796,0.06592748469150815,3460,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,9675,4167,0,0,0
3959697d-967,generation_27,fd5032a5,0.9048183891015339,1.2096387150333483,0.06936435104028527,206523,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_27,bacc14bf,0.3650449406783046,0.130009986817401,0.21189864653941815,25033,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,69770,30367,0,0,0
3959697d-967,generation_27,419c8ad9,0.07818181818181817,0.04848484848484848,0.2027999065703051,33,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,32,34,88,0,0,0
3959697d-967,generation_27,20948dbe,0.29118644067796606,0.10915254237288134,0.18736840076175948,59,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,52,59,203,0,0,0
3959697d-967,generation_27,80b91708,0.3650947767481044,0.13002106149957873,0.18025786818095238,11870,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,33165,14319,0,0,0
3959697d-967,generation_27,f6608c70,0.2483634125419159,0.09667335093524054,0.17607146762417125,29921,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,83548,36126,0,0,0
3959697d-967,generation_27,fe2730c7,0.18166666666666664,0.07814814814814813,0.1699639201865612,27,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,26,10,58,0,0,0
3959697d-967,generation_27,85146c02,0.22487150199885778,0.08997144488863504,0.16340565075524596,1751,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,4901,2103,0,0,0
3959697d-967,generation_27,09eec7ab,0.007241379310344825,0.028275862068965513,0.15851003703080524,29,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,29,38,79,0,0,0
3959697d-967,generation_27,7120e5e4,0.22495736213757817,0.08999052491946179,0.15037040109569028,5277,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,489,14053,6560,0,0,0
3959697d-967,generation_27,049438d0,0.2950989663514405,0.11002199252254231,0.1468186436735592,9094,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,5,25297,11061,0,0,0
3959697d-967,generation_27,f51c01e3,0.22075471698113205,0.08905660377358487,0.1447743852762805,53,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,48,79,172,0,0,0
3959697d-967,generation_27,ab5c0494,0.29498104305333217,0.1099957873451849,0.14184187046034913,11869,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,33135,14347,0,0,0
3959697d-967,generation_27,fd5032a5,0.8464850557682007,1.1929720483666817,0.14024956630459093,206523,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_27,7b0213ab,0.06208333333333332,0.04416666666666665,0.19037920830754762,20,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,20,12,46,0,0,0
3959697d-967,generation_27,49c32fa0,0.012916666666666663,0.02953703703703703,0.18373318368750757,108,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,310,123,0,0,0
3959697d-967,generation_27,34bf23d4,0.2202127659574468,0.08893617021276594,0.17702900339835667,47,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,44,76,143,0,0,0
3959697d-967,generation_27,d3a98503,0.2949637447631324,0.10999194328069607,0.1733584686822904,6206,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,585,16717,7798,0,0,0
3959697d-967,generation_27,d5b0ffe7,0.013706896551724133,0.02971264367816091,0.17082380766622662,174,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,481,216,0,0,0
3959697d-967,generation_27,c81cd8b3,0.18999247994652407,0.07999832887700534,0.16539645520514717,29920,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,83388,36285,0,0,0
3959697d-967,generation_27,6233d1be,0.24057471264367813,0.09494252873563215,0.1622335616374382,29,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,28,28,73,0,0,0
3959697d-967,generation_27,6f828cfc,0.15478753541076484,0.06995278564683662,0.1598303104623737,1059,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,2972,1268,0,0,0
3959697d-967,generation_27,c1e6d214,0.08426229508196721,0.04983606557377048,0.15673108546873446,305,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,34,792,402,0,0,0
3959697d-967,generation_27,41ee25d9,0.15479856759176364,0.06995523724261413,0.15316791813890235,1117,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,5,3088,1377,0,0,0
3959697d-967,generation_27,0eb3d47a,0.005999999999999995,0.02799999999999999,0.15048363810998983,25,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,25,8,56,0,0,0
3959697d-967,generation_27,d35cb80a,0.15487373737373739,0.06997194163860829,0.14665602441905268,1782,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,4997,2135,0,0,0
3959697d-967,generation_27,e731b20d,0.13161185546082013,0.06332115306536741,0.1443322643347968,4105,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,11453,4967,0,0,0
3959697d-967,generation_27,f3afd31e,0.30216666666666664,0.1123333333333333,0.1419495845915783,50,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,42,49,145,0,0,0
3959697d-967,generation_27,19df505d,0.0846153846153846,0.0499145299145299,0.14110340598419985,585,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,1630,711,0,0,0
3959697d-967,generation_27,15dfe1e1,0.15010869565217388,0.06891304347826084,0.13857038164893126,46,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,41,20,112,0,0,0
3959697d-967,generation_27,4dbea3db,0.154455205811138,0.06987893462469731,0.1366877508875618,413,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,41,1105,543,0,0,0
3959697d-967,generation_27,b16cf7a2,0.08378378378378377,0.04972972972972972,0.13492962414380222,185,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,7,510,227,0,0,0
3959697d-967,generation_27,0745e33b,0.15,0.06888888888888887,0.13274501146651832,45,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,42,26,109,0,0,0
3959697d-967,generation_27,879671ee,0.08470967741935484,0.04993548387096773,0.1311486084020775,775,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,2162,938,0,0,0
3959697d-967,generation_27,c1470bd2,0.07309574093629004,0.04661386835621259,0.1291678004866846,947,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,2,2631,1157,0,0,0
3959697d-967,generation_27,00051e01,0.1230128205128205,0.06141025641025639,0.1272022306740543,26,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,25,35,75,0,0,0
3959697d-967,generation_28,5aeae95c,0.29493540051679584,0.10998564455928796,0.0,3483,0.0,0.5818207470598465,0.584230314173442,0.549264408424188,0.6231425486902347,0.31001275298264197,0.24689543432159194,0,0,13175,13932,0,0
3959697d-967,generation_28,c6329cfa,0.14477272727272725,0.0677272727272727,0.10998564455928796,22,0.0,0.6301753492618336,0.5216634377396159,0.4658001714419108,0.6840160756392766,0.45238410798163764,0.4163924388734433,20,11,98,4,0,0
3959697d-967,generation_28,13ee5602,0.2465040650406504,0.09626016260162598,0.08885645864328033,123,1.0,0.5818207470598465,0.584230314173442,0.549264408424188,0.6231425486902347,0.31001275298264197,0.24689543432159194,0,0,776,296,0,0
3959697d-967,generation_28,fdd61dcc,0.14774193548387096,0.06838709677419354,0.09132435996272888,31,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,29,16,106,0,0,0
3959697d-967,generation_28,fd5032a5,0.9093363322979741,1.2186746014262284,0.08559004416559504,206523,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_28,87fd726d,0.21999999999999997,0.08888888888888886,0.3122069556177217,45,2.0,0.3014629123099942,0.5905145893441762,0.4471271280236291,0.6356804041255737,0.6709195423003516,0.6663272790388378,40,36,165,7,0,0
3959697d-967,generation_28,5328fb4d,0.07374999999999998,0.04749999999999999,0.2749872778295829,20,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,19,10,62,0,0,0
3959697d-967,generation_28,41808e96,0.1452173913043478,0.06782608695652172,0.24248909528249962,23,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,22,19,74,0,0,0
3959697d-967,generation_28,283fa10e,0.14634615384615382,0.06807692307692305,0.22065621924175238,26,3.0,0.7008344815765625,0.4955797918854836,0.6504410972558934,0.7320762673353106,0.4007240214716081,0.5031218546346765,0,0,119,94,0,0
3959697d-967,generation_28,f94e6494,-0.0010714285714285773,0.026428571428571423,0.2037029641123269,14,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,14,9,60,0,0,0
3959697d-967,generation_28,374de519,0.14562499999999998,0.06791666666666664,0.18597552484395136,24,3.0,0.6301753492618336,0.5216634377396159,0.4658001714419108,0.6840160756392766,0.45238410798163764,0.4163924388734433,23,27,115,2,0,0
3959697d-967,generation_28,5a5d1124,0.18437499999999998,0.07874999999999999,0.17524290137328913,40,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,35,22,128,0,0,0
3959697d-967,generation_28,4536c17a,0.05726190476190475,0.04309523809523809,0.16720182625884836,14,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,14,4,45,0,0,0
3959697d-967,generation_28,d98a69f6,-0.04125000000000001,0.017499999999999995,0.15765516563087834,4,4.0,0.5818207470598465,0.584230314173442,0.549264408424188,0.6231425486902347,0.31001275298264197,0.24689543432159194,0,0,20,20,0,0
3959697d-967,generation_28,091e1224,0.29573529411764704,0.11016339869281044,0.1476440823715299,1224,4.0,0.7008344815765625,0.4955797918854836,0.6504410972558934,0.7320762673353106,0.4007240214716081,0.5031218546346765,0,0,5044,4633,0,0
3959697d-967,generation_28,fd5032a5,0.9093363322979741,1.2186746014262284,0.14514537012628193,206523,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_28,d31b384f,-0.010000000000000004,0.02444444444444444,0.21224094708252858,9,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,9,4,31,0,0,0
3959697d-967,generation_28,1adc5378,0.0725,0.04722222222222221,0.2011940939861707,18,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,18,6,65,0,0,0
3959697d-967,generation_28,fd5032a5,0.9093363322979741,1.2186746014262284,0.19264010111039576,206523,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_28,3cfa63c4,0.2358288770053476,0.09240641711229944,0.2466419169164922,187,5.0,0.5818207470598465,0.584230314173442,0.549264408424188,0.6231425486902347,0.31001275298264197,0.24689543432159194,0,0,578,575,0,0
3959697d-967,generation_28,cdf85930,0.05287878787878786,0.04212121212121211,0.2389301419262826,11,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,11,6,38,0,0,0
3959697d-967,generation_28,ac054bb2,0.11666666666666664,0.059999999999999984,0.22955828812604112,15,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,15,10,54,0,0,0
3959697d-967,generation_29,791c7492,0.294922520661157,0.10998278236914598,0.0,2904,0.0,0.7008344815765625,0.4955797918854836,0.6504410972558934,0.7320762673353106,0.4007240214716081,0.5031218546346765,1,0,12417,10963,0,0
3959697d-967,generation_29,1c753d09,0.06769230769230769,0.04615384615384615,0.10998278236914598,13,0.0,0.6301753492618336,0.5216634377396159,0.4658001714419108,0.6840160756392766,0.45238410798163764,0.4163924388734433,13,4,57,0,0,0
3959697d-967,generation_29,3608c54a,-3.469446951953614e-18,0.02666666666666666,0.07806831426149606,15,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,15,14,50,0,0,0
3959697d-967,generation_29,fd5032a5,0.91340248117477,1.2268068991798204,0.06093443172988627,206523,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_29,fd5032a5,0.91340248117477,1.2268068991798204,0.3524025485923698,206523,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_29,3b316919,0.08297297297297297,0.049549549549549536,0.52728341870986,111,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,22,278,141,0,0,0
3959697d-967,generation_29,d4fa6e71,0.1781578947368421,0.07736842105263157,0.44766110718314156,19,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,19,8,68,0,0,0
3959697d-967,generation_29,59978bac,0.08452928870292886,0.049895397489539736,0.39476215202164017,478,2.0,0.5981853774099397,0.4734037867618299,0.49261970918434783,0.842502505804176,0.43750862206854413,0.4861721298741217,86,1221,621,12,0,0
3959697d-967,generation_29,c7c0b06f,0.0024999999999999953,0.027222222222222214,0.35165380770512755,18,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,18,10,42,0,0,0
3959697d-967,generation_29,588e9ca1,0.2245570866141732,0.08990157480314957,0.3156058537625825,508,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,107,1296,656,0,0,0
3959697d-967,generation_29,7570013c,-0.0010714285714285773,0.026428571428571423,0.2930354258666392,14,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,14,4,49,0,0,0
3959697d-967,generation_29,79a013ec,0.07428571428571429,0.0476190476190476,0.26879843909954215,21,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,20,7,59,0,0,0
3959697d-967,generation_29,082204fe,0.15395833333333334,0.06976851851851851,0.25036682314283426,216,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,41,567,274,0,0,0
3959697d-967,generation_29,3f747e8f,0.18296874999999999,0.0784375,0.23647464586404074,32,4.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,30,14,114,3,0,0
3959697d-967,generation_29,8c2574b5,0.2393333333333333,0.09466666666666664,0.22518627830232354,25,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,24,8,88,0,0,0
3959697d-967,generation_29,d0981ee5,0.012815533980582522,0.02951456310679611,0.21648497085994642,103,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,14,279,138,0,0,0
3959697d-967,generation_29,7decb8c9,0.07374999999999998,0.04749999999999999,0.20479932037537452,20,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,20,22,52,0,0,0
3959697d-967,generation_29,3892f006,0.012935779816513756,0.029541284403669713,0.19554641917682306,109,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,22,299,127,0,0,0
3959697d-967,generation_29,b6142999,0.12416666666666663,0.06166666666666665,0.18632391168942564,30,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,28,18,125,0,0,0
3959697d-967,generation_29,c48ab6e0,-0.003750000000000007,0.025833333333333326,0.17976300405664886,12,5.0,0.7008344815765625,0.4955797918854836,0.6504410972558934,0.7320762673353106,0.4007240214716081,0.5031218546346765,1,0,41,42,0,0
3959697d-967,generation_29,3da1e7f8,0.003749999999999993,0.02749999999999999,0.17206652052048307,20,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,19,17,68,0,0,0
3959697d-967,generation_29,98d35cc1,0.1549462622402675,0.06998805827561498,0.16518240049569816,4187,5.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,388,11280,4954,634,0,0
3959697d-967,generation_29,ae5dfd40,0.1472413793103448,0.06827586206896549,0.16085538494023985,29,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,27,36,85,0,0,0
3959697d-967,generation_29,dde800c4,0.2949799839871897,0.10999555199715327,0.1568301882936627,11241,5.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,987,30192,13416,1805,0,0
3959697d-967,generation_29,901b69aa,0.05833333333333332,0.04333333333333333,0.1548787451146415,15,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,15,6,50,0,0,0
3959697d-967,generation_30,eabaa97b,0.24796143250688701,0.09658402203856746,0.0,605,0.0,0.7008344815765625,0.4955797918854836,0.6504410972558934,0.7320762673353106,0.4007240214716081,0.5031218546346765,0,0,2521,2274,0,0
3959697d-967,generation_30,7a0990eb,0.0017647058823529373,0.027058823529411757,0.09658402203856746,17,0.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,17,8,75,0,0,0
3959697d-967,generation_30,6db6fea2,0.15040816326530612,0.06897959183673467,0.06182142278398961,49,0.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,40,33,213,6,0,0
3959697d-967,generation_30,4bfee656,0.29137096774193544,0.10919354838709676,0.06420747913490464,62,0.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,53,36,276,11,0,0
3959697d-967,generation_30,1f91a2d2,0.07857142857142856,0.04857142857142856,0.07545399644795267,35,0.0,0.5206014777375392,0.5626134032316084,0.4348492965515137,0.762119048702216,0.33842292743499414,0.5619342282638289,33,12,148,3,0,0
3959697d-967,generation_30,ef68db91,0.013566878980891716,0.029681528662420374,0.07007748287264784,157,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,23,419,192,0,0,0
3959697d-967,generation_30,9d2223fd,0.006666666666666661,0.028148148148148137,0.06334482383760993,27,0.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,25,13,114,2,0,0
3959697d-967,generation_30,f670e52c,0.07599999999999998,0.04799999999999999,0.05831672731054396,25,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,24,8,105,0,0,0
3959697d-967,generation_30,fd5032a5,0.9170620151638865,1.2341259671580533,0.057027136396725964,206523,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_30,536bcc9c,0.00696428571428571,0.02821428571428571,0.1878158953702068,28,1.0,0.6383444790182995,0.32058768329056075,0.4479538352286481,0.9059616337127114,0.31397915782637564,0.5939652314609638,26,20,123,0,0,0
3959697d-967,generation_30,c6ecbef7,0.2951284063347125,0.11002853474104721,0.17185573440461469,7009,1.0,0.6383444790182995,0.32058768329056075,0.4479538352286481,0.9059616337127114,0.31397915782637564,0.5939652314609638,713,18361,9449,240,0,0
3959697d-967,generation_30,dc4730e3,0.2204081632653061,0.08897959183673466,0.16623507988974492,49,1.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,43,39,219,6,0,0
3959697d-967,generation_30,5abbdaad,0.1469642857142857,0.06821428571428569,0.15979712255199405,28,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,26,20,135,0,0,0
3959697d-967,generation_30,b1da280a,0.0017647058823529373,0.027058823529411757,0.15275228894909343,17,2.0,0.6383444790182995,0.32058768329056075,0.4479538352286481,0.9059616337127114,0.31397915782637564,0.5939652314609638,17,8,60,0,0,0
3959697d-967,generation_30,155b5905,0.12266666666666665,0.061333333333333316,0.14377418427625901,25,2.0,0.6383444790182995,0.32058768329056075,0.4479538352286481,0.9059616337127114,0.31397915782637564,0.5939652314609638,23,31,125,0,0,0
3959697d-967,generation_30,786423fa,0.083943661971831,0.049765258215962435,0.13827812754673063,213,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,29,581,257,0,0,0
3959697d-967,generation_30,912f50f3,0.1503125,0.06895833333333332,0.1327460732135576,48,2.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,39,50,207,3,0,0
3959697d-967,generation_30,fd5032a5,0.9170620151638865,1.2341259671580533,0.12899385322060322,206523,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_30,fd5032a5,0.9170620151638865,1.2341259671580533,0.1903900817726838,206523,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_30,6d233e11,0.007241379310344825,0.028275862068965513,0.24532354942454535,29,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,26,37,143,0,0,0
3959697d-967,generation_30,f8ce7830,0.07907894736842104,0.04868421052631578,0.23447116505676635,38,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,34,47,181,0,0,0
3959697d-967,generation_30,904efd7a,0.21907894736842104,0.08868421052631575,0.225624167221983,38,3.0,0.5206014777375392,0.5626134032316084,0.4348492965515137,0.762119048702216,0.33842292743499414,0.5619342282638289,34,21,147,10,0,0
3959697d-967,generation_30,266741e0,0.2249678938356164,0.08999286529680363,0.21939962373581634,7008,3.0,0.5206014777375392,0.5626134032316084,0.4348492965515137,0.762119048702216,0.33842292743499414,0.5619342282638289,133,19212,8269,1301,0,0
3959697d-967,generation_30,991bf1e5,0.2906730769230769,0.10903846153846153,0.21377324293412012,52,3.0,0.6383444790182995,0.32058768329056075,0.4479538352286481,0.9059616337127114,0.31397915782637564,0.5939652314609638,44,74,245,0,0,0
3959697d-967,generation_30,7583c96d,0.0024999999999999953,0.027222222222222214,0.20940929370930103,18,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,18,6,76,0,0,0
3959697d-967,generation_30,fd5032a5,0.8587286818305532,1.2174593004913867,0.20212181084981787,206523,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_30,b01a0295,0.22098214285714285,0.08910714285714283,0.24117325275910895,56,4.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,49,85,271,6,0,0
3959697d-967,generation_30,e32d1262,0.14874999999999997,0.0686111111111111,0.2355411746145917,36,4.0,0.6383444790182995,0.32058768329056075,0.4479538352286481,0.9059616337127114,0.31397915782637564,0.5939652314609638,32,26,145,0,0,0
3959697d-967,generation_30,fd5032a5,0.9170620151638865,1.2341259671580533,0.22957938663232455,206523,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_30,f2c4097a,0.07857142857142856,0.04857142857142856,0.26421892389183244,35,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,31,62,169,0,0,0
3959697d-967,generation_30,9eb39fb3,0.21838235294117644,0.08852941176470586,0.257030674047819,34,4.0,0.3403684738985159,0.629647014577733,0.21925749584713405,0.7921618300691216,0.27612183339838015,0.6207466018929815,31,15,154,3,0,0
